latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
34.59565,-2.34532,299.62,0.43,0.46,2020-01-01,0225,N,VIIRS,n,2,275.43,0.55,N,2
33.56584,-7.51776,301.5,0.41,0.37,2020-01-01,0226,N,VIIRS,n,2,278.88,0.54,N,0
32.98767,-7.14792,298.01,0.42,0.38,2020-01-01,0226,N,VIIRS,n,2,279.13,0.8,N,2
32.66555,-6.25853,309.5,0.46,0.39,2020-01-01,0226,N,VIIRS,n,2,277.71,1.24,N,0
32.56696,-6.13401,297.29,0.46,0.39,2020-01-01,0226,N,VIIRS,n,2,279.63,0.78,N,2
30.21995,-9.15314,298.47,0.4,0.37,2020-01-01,0227,N,VIIRS,n,2,283.19,0.75,N,0
34.59686,-2.34869,302.48,0.41,0.37,2020-01-02,0207,N,VIIRS,n,2,276.37,1.04,N,2
35.01723,-5.02409,305.33,0.39,0.36,2020-01-02,0207,N,VIIRS,n,2,273.8,0.67,N,0
32.98765,-7.14772,296.67,0.41,0.37,2020-01-02,0207,N,VIIRS,n,2,278.57,0.87,N,2
32.56655,-6.13577,298.56,0.39,0.36,2020-01-02,0207,N,VIIRS,n,2,279.8,0.58,N,2
31.48904,-8.25155,335.04,0.42,0.38,2020-01-02,1325,N,VIIRS,n,2,296.59,3.12,D,0
33.9439,-4.15558,339.72,0.41,0.37,2020-01-02,1326,N,VIIRS,n,2,296.21,8.1,D,0
33.75374,-5.71998,328.59,0.39,0.36,2020-01-02,1326,N,VIIRS,n,2,294.98,2.8,D,0
35.01567,-5.02519,297.84,0.54,0.42,2020-01-03,0148,N,VIIRS,n,2,272.36,0.66,N,0
35.43489,-5.78489,312.23,0.4,0.44,2020-01-03,0148,N,VIIRS,n,2,280.85,1.14,N,0
35.26092,-5.67648,308.11,0.54,0.68,2020-01-04,0309,N,VIIRS,n,2,263.78,0.15,N,0
31.89066,-4.41043,338.79,0.52,0.5,2020-01-04,1248,N,VIIRS,n,2,289.47,12.19,D,0
34.59554,-2.34633,296.19,0.42,0.61,2020-01-05,0110,N,VIIRS,n,2,276.04,0.55,N,2
34.02565,-4.97876,321.15,0.35,0.57,2020-01-05,0251,N,VIIRS,n,2,277.16,1.37,N,0
34.02578,-4.97774,313.58,0.35,0.57,2020-01-05,0251,N,VIIRS,n,2,277.06,1.6,N,0
31.99393,-3.76309,336.05,0.44,0.62,2020-01-05,1229,N,VIIRS,n,2,293.68,1.89,D,0
32.0806,-6.65989,348.7,0.34,0.56,2020-01-05,1409,N,VIIRS,n,2,290.54,4.21,D,0
33.3673,-7.7493,299.95,0.45,0.39,2020-01-06,0232,N,VIIRS,n,2,280.4,1.17,N,2
30.21922,-9.15114,295.65,0.44,0.38,2020-01-06,0233,N,VIIRS,n,2,281.44,0.83,N,0
35.76686,-5.87766,296.58,0.38,0.36,2020-01-07,0213,N,VIIRS,n,2,281.77,0.51,N,0
35.07663,-5.69901,301.72,0.38,0.36,2020-01-07,0213,N,VIIRS,n,2,278.13,0.44,N,0
34.83493,-4.40469,299.89,0.4,0.37,2020-01-07,0213,N,VIIRS,n,2,272.53,1.01,N,0
34.28038,-6.57222,296.07,0.38,0.36,2020-01-07,0213,N,VIIRS,n,2,278.03,0.63,N,0
33.89106,-6.95213,297.65,0.39,0.36,2020-01-07,0213,N,VIIRS,n,2,280.98,0.64,N,2
33.36686,-7.7488,302.54,0.39,0.36,2020-01-07,0213,N,VIIRS,n,2,281.11,0.99,N,0
35.10447,-6.08162,325.9,0.41,0.37,2020-01-07,1332,N,VIIRS,n,2,294.87,1.88,D,0
35.20184,-6.05745,326.11,0.41,0.37,2020-01-07,1332,N,VIIRS,n,2,293.24,1.91,D,0
33.85384,-5.54296,305.1,0.47,0.4,2020-01-08,0154,N,VIIRS,n,2,276.29,1.43,N,0
34.86733,-4.78275,325.08,0.39,0.36,2020-01-08,1313,N,VIIRS,n,2,298.75,2.48,D,0
34.59649,-2.34713,296.59,0.57,0.43,2020-01-09,0135,N,VIIRS,n,2,274.96,1.27,N,2
35.73155,-5.71929,298.28,0.35,0.57,2020-01-10,0256,N,VIIRS,n,2,279.53,0.41,N,0
35.00048,-5.97031,307.86,0.36,0.57,2020-01-10,0257,N,VIIRS,n,2,278.22,0.67,N,0
34.69454,-5.83612,308.93,0.41,0.45,2020-01-11,0238,N,VIIRS,n,2,275.9,1.03,N,0
30.22006,-9.15053,298.79,0.51,0.41,2020-01-11,0239,N,VIIRS,n,2,282.88,1.25,N,0
34.70833,-4.56453,326.82,0.61,0.71,2020-01-11,1217,N,VIIRS,n,2,281.85,6.72,D,0
34.7077,-4.56261,345.45,0.61,0.71,2020-01-11,1217,N,VIIRS,n,2,282.6,4.63,D,0
33.91333,-5.56219,330,0.55,0.51,2020-01-11,1357,N,VIIRS,n,2,287.53,3.44,D,0
35.01625,-5.02794,310.45,0.42,0.38,2020-01-12,0219,N,VIIRS,n,2,272.61,1,N,0
34.59616,-2.34632,298.85,0.54,0.42,2020-01-12,0219,N,VIIRS,n,2,278.56,1.09,N,2
35.01966,-5.02706,304.13,0.42,0.38,2020-01-12,0219,N,VIIRS,n,2,273.14,1,N,0
33.54346,-7.51325,306.79,0.39,0.36,2020-01-12,0219,N,VIIRS,n,2,278.41,0.94,N,0
33.54875,-7.52486,320.34,0.39,0.36,2020-01-12,0219,N,VIIRS,n,2,279.34,1.04,N,0
33.89056,-6.95202,298.19,0.39,0.36,2020-01-12,0219,N,VIIRS,n,2,281.39,0.47,N,2
34.7,-4.57176,300.99,0.43,0.38,2020-01-12,0219,N,VIIRS,n,2,279.09,0.86,N,0
33.0541,-7.53476,296.58,0.39,0.36,2020-01-12,0220,N,VIIRS,n,2,277.32,0.96,N,2
33.36777,-7.75139,308.86,0.38,0.36,2020-01-12,0220,N,VIIRS,n,2,281.81,0.9,N,2
30.22039,-9.15162,301.76,0.38,0.36,2020-01-12,0220,N,VIIRS,n,2,283.08,0.96,N,0
33.79338,-5.45087,336.55,0.47,0.4,2020-01-12,1338,N,VIIRS,n,2,296.73,4.39,D,0
35.01804,-5.02777,298.98,0.41,0.37,2020-01-13,0200,N,VIIRS,n,2,269.95,0.76,N,0
32.98804,-7.14896,295.05,0.46,0.39,2020-01-13,0201,N,VIIRS,n,2,277.06,0.77,N,2
33.90234,-6.44969,327.58,0.4,0.37,2020-01-13,1319,N,VIIRS,n,2,293.65,2.1,D,0
34.28177,-6.57261,314.16,0.52,0.5,2020-01-14,0141,N,VIIRS,n,2,279.51,2.47,N,0
34.92604,-2.3802,300.77,0.57,0.52,2020-01-15,0122,N,VIIRS,n,2,267.59,0.98,N,0
33.36659,-7.74982,299.37,0.38,0.59,2020-01-15,0303,N,VIIRS,n,2,279.6,1.03,N,0
33.05428,-7.53244,296.59,0.4,0.6,2020-01-15,0303,N,VIIRS,n,2,277.16,0.69,N,2
30.19145,-9.33241,297.92,0.37,0.58,2020-01-15,0304,N,VIIRS,n,2,276.78,1.08,N,0
30.22103,-9.15136,300.17,0.38,0.59,2020-01-15,0304,N,VIIRS,n,2,280.66,0.65,N,0
31.48926,-8.22457,328.86,0.53,0.67,2020-01-15,1241,N,VIIRS,n,2,293.56,4.37,D,0
30.50285,-8.91223,367,0.62,0.71,2020-01-15,1241,N,VIIRS,h,2,301.15,20.38,D,0
30.50319,-8.9173,346.88,0.62,0.71,2020-01-15,1241,N,VIIRS,n,2,296.49,10.29,D,0
30.50495,-8.91089,355.43,0.62,0.71,2020-01-15,1241,N,VIIRS,n,2,296.56,15.34,D,0
31.49076,-8.21906,340.14,0.53,0.67,2020-01-15,1241,N,VIIRS,n,2,293.72,4.37,D,0
30.50484,-8.91066,334.17,0.38,0.58,2020-01-15,1422,N,VIIRS,n,2,283.03,5.51,D,0
30.49911,-8.91406,340.13,0.38,0.58,2020-01-15,1422,N,VIIRS,n,2,287.05,3.83,D,0
33.13565,-8.60316,301.13,0.57,0.43,2020-01-16,0245,N,VIIRS,n,2,279.94,1.15,N,0
33.36612,-7.74911,302.22,0.42,0.45,2020-01-16,0245,N,VIIRS,n,2,279.33,1.15,N,0
33.0557,-7.53192,297.59,0.44,0.46,2020-01-16,0245,N,VIIRS,n,2,279.44,0.78,N,2
30.22153,-9.15101,298.99,0.4,0.45,2020-01-16,0245,N,VIIRS,n,2,280.51,1.37,N,0
33.13441,-8.60532,307.26,0.38,0.43,2020-01-16,0245,N,VIIRS,n,2,280.18,1.26,N,0
33.36835,-7.74957,302.95,0.4,0.37,2020-01-17,0226,N,VIIRS,n,2,281.31,1.03,N,2
30.22076,-9.1527,301.42,0.39,0.37,2020-01-17,0227,N,VIIRS,n,2,281.98,1.2,N,0
35.68871,-5.36199,295.2,0.39,0.36,2020-01-18,0206,N,VIIRS,n,2,280.7,0.4,N,0
34.59589,-2.3475,304.23,0.41,0.37,2020-01-18,0206,N,VIIRS,n,2,276.52,1.44,N,2
33.36685,-7.74959,299.83,0.43,0.38,2020-01-18,0207,N,VIIRS,n,2,281.64,1.13,N,0
30.36848,-9.46887,303.74,0.47,0.4,2020-01-18,0208,N,VIIRS,n,2,276.98,0.69,N,0
32.27522,-7.01204,335.63,0.39,0.36,2020-01-18,1325,N,VIIRS,n,2,300.38,7.75,D,0
34.98093,-6.18826,325.1,0.38,0.36,2020-01-18,1326,N,VIIRS,n,2,295.27,1.74,D,0
34.03172,-5.57728,333.28,0.39,0.36,2020-01-18,1326,N,VIIRS,n,2,295.45,3.54,D,0
34.74398,-2.7142,317.41,0.43,0.38,2020-01-19,0147,N,VIIRS,n,2,283.15,1.39,N,0
34.74811,-2.71831,303,0.43,0.38,2020-01-19,0147,N,VIIRS,n,2,282.34,0.83,N,0
34.74461,-2.71899,330.02,0.43,0.38,2020-01-19,0147,N,VIIRS,n,2,282.82,3.78,N,0
33.89186,-6.94882,302.81,0.47,0.4,2020-01-22,0232,N,VIIRS,n,2,280.65,0.68,N,0
33.53749,-7.52677,301.09,0.46,0.39,2020-01-22,0232,N,VIIRS,n,2,278.37,0.52,N,0
33.53925,-7.52299,298.18,0.46,0.39,2020-01-22,0232,N,VIIRS,n,2,278.42,0.99,N,0
34.59678,-2.34744,297.9,0.46,0.39,2020-01-23,0213,N,VIIRS,n,2,276.01,1.01,N,2
34.59486,-2.34467,296.86,0.46,0.39,2020-01-23,0213,N,VIIRS,n,2,275.31,1.13,N,2
34.59771,-2.34665,304.8,0.39,0.36,2020-01-24,0154,N,VIIRS,n,2,276.88,0.95,N,0
32.45714,-8.44618,297.64,0.42,0.45,2020-01-24,0155,N,VIIRS,n,2,278.83,0.65,N,0
33.54717,-7.52462,303.16,0.67,0.73,2020-01-26,0116,N,VIIRS,n,2,279.45,1.16,N,0
33.05507,-7.53424,296.73,0.32,0.55,2020-01-26,0257,N,VIIRS,n,2,280.24,0.91,N,2
33.13518,-8.60685,298.61,0.48,0.4,2020-01-27,0238,N,VIIRS,n,2,282.19,0.79,N,0
33.05603,-7.53499,295.96,0.54,0.42,2020-01-27,0238,N,VIIRS,n,2,278.92,0.77,N,2
33.36714,-7.75217,298.46,0.52,0.42,2020-01-27,0238,N,VIIRS,n,2,281.53,0.92,N,2
35.3002,-5.83274,334.06,0.54,0.51,2020-01-27,1357,N,VIIRS,n,2,291.62,4.02,D,0
35.30135,-5.83456,330.32,0.54,0.51,2020-01-27,1358,N,VIIRS,n,2,290.8,6.44,D,0
35.7765,-5.87682,301.84,0.39,0.37,2020-01-28,0219,N,VIIRS,n,2,277.55,0.67,N,0
33.36803,-7.75174,305.22,0.38,0.36,2020-01-28,0219,N,VIIRS,n,2,282.32,1.11,N,2
33.13531,-8.60395,301.26,0.39,0.36,2020-01-28,0220,N,VIIRS,n,2,281.53,0.66,N,0
32.56739,-6.13588,298.42,0.41,0.37,2020-01-28,0220,N,VIIRS,n,2,279,0.59,N,2
30.22052,-9.15145,296.28,0.38,0.36,2020-01-28,0220,N,VIIRS,n,2,280.49,0.46,N,0
33.05499,-7.53329,298.67,0.39,0.36,2020-01-28,0220,N,VIIRS,n,2,280.07,0.81,N,2
32.98847,-7.14746,296.58,0.39,0.36,2020-01-28,0220,N,VIIRS,n,2,278.78,0.68,N,2
33.13594,-8.60807,301.85,0.39,0.36,2020-01-28,0220,N,VIIRS,n,2,281.87,0.91,N,0
32.08937,-6.60602,342.82,0.41,0.37,2020-01-28,1338,N,VIIRS,n,2,293.74,3.98,D,0
34.5965,-2.3456,301.36,0.39,0.36,2020-01-29,0200,N,VIIRS,n,2,268.08,0.68,N,2
35.01729,-5.03086,296.65,0.41,0.37,2020-01-29,0200,N,VIIRS,n,2,275.7,0.43,N,0
34.84629,-4.42566,328.89,0.48,0.4,2020-01-30,1301,N,VIIRS,n,2,292.71,3.52,D,0
34.84566,-4.42294,330.64,0.48,0.4,2020-01-30,1301,N,VIIRS,n,2,291.82,3.46,D,0
35.0173,-5.03445,302.52,0.4,0.6,2020-01-31,0122,N,VIIRS,n,2,275.61,0.4,N,0
32.45782,-8.44514,301.02,0.6,0.71,2020-01-31,0123,N,VIIRS,n,2,279.79,0.61,N,0
33.0572,-7.53131,299.04,0.4,0.6,2020-01-31,0303,N,VIIRS,n,2,281.23,0.66,N,2
35.01882,-5.02764,301.26,0.49,0.65,2020-01-31,0303,N,VIIRS,n,2,273.5,0.76,N,0
