latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
34.5957,-2.34857,295.87,0.56,0.51,2021-01-01,0122,N,VIIRS,n,2,275.23,1.18,N,2
34.59612,-2.34816,295.98,0.56,0.51,2021-01-01,0122,N,VIIRS,n,2,275.28,1.11,N,2
32.53352,-8.8371,303.41,0.35,0.57,2021-01-01,0304,N,VIIRS,n,2,274.68,0.49,N,0
27.10695,-13.18,335.9,0.39,0.44,2021-01-01,1421,N,VIIRS,n,2,296.6,2.59,D,0
34.5958,-2.34491,302.09,0.43,0.46,2021-01-03,0225,N,VIIRS,n,2,274.11,1.21,N,2
33.05453,-7.53372,301.21,0.41,0.37,2021-01-03,0226,N,VIIRS,n,2,277.11,0.8,N,2
33.63545,-7.43671,301.13,0.41,0.37,2021-01-03,0226,N,VIIRS,n,2,280.81,0.96,N,0
33.46434,-7.54388,320.89,0.41,0.37,2021-01-03,0226,N,VIIRS,n,2,277.51,2.23,N,0
33.36698,-7.75076,304.33,0.4,0.37,2021-01-03,0226,N,VIIRS,n,2,279.96,1.16,N,2
34.59615,-2.3447,299.01,0.41,0.37,2021-01-04,0207,N,VIIRS,n,2,271.72,1.21,N,2
33.05441,-7.53399,297,0.42,0.38,2021-01-04,0207,N,VIIRS,n,2,275.21,0.76,N,2
33.80425,-5.91241,330.79,0.38,0.36,2021-01-04,1326,N,VIIRS,n,2,288.74,1.51,D,0
32.17962,-3.79047,333.44,0.47,0.48,2021-01-06,1248,N,VIIRS,n,2,273.87,4.76,D,0
33.94611,-5.11669,297.04,0.39,0.44,2021-01-08,0232,N,VIIRS,n,2,283.11,0.59,N,0
33.55147,-7.52162,298.01,0.39,0.36,2021-01-09,0213,N,VIIRS,n,2,281.8,0.84,N,0
33.54815,-7.52232,327.62,0.39,0.36,2021-01-09,0213,N,VIIRS,n,2,282.31,0.84,N,2
34.59776,-2.34783,298.81,0.39,0.36,2021-01-10,0154,N,VIIRS,n,2,275.13,0.54,N,0
