latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
34.59629,-2.34549,297.75,0.45,0.47,2019-01-01,0130,N,VIIRS,n,2,275.03,0.97,N,0
35.78292,-5.74734,295.42,0.53,0.67,2019-01-01,0310,N,VIIRS,n,2,277.59,0.81,N,0
35.78145,-5.7423,299.75,0.53,0.67,2019-01-01,0310,N,VIIRS,n,2,278.56,0.81,N,0
35.78242,-5.74219,299.27,0.53,0.67,2019-01-01,0310,N,VIIRS,n,2,278.67,1.27,N,0
30.54614,-9.14895,299.35,0.47,0.64,2019-01-01,0311,N,VIIRS,n,2,276.17,0.62,N,0
33.44011,-5.35085,340.36,0.53,0.5,2019-01-01,1249,N,VIIRS,n,2,291.32,3.78,D,0
34.59543,-2.34673,297.93,0.42,0.61,2019-01-02,0111,N,VIIRS,n,2,275.2,0.56,N,0
34.59413,-2.34568,296.03,0.48,0.65,2019-01-02,0251,N,VIIRS,n,2,273.52,0.62,N,0
32.37138,-8.42757,304.99,0.5,0.49,2019-01-02,0252,N,VIIRS,n,2,278.44,1.57,N,0
30.19093,-9.33238,296.62,0.5,0.49,2019-01-02,0253,N,VIIRS,n,2,278.19,0.65,N,0
34.77715,-4.10329,326.84,0.39,0.59,2019-01-02,1230,N,VIIRS,n,2,291.55,1.76,D,0
33.3656,-7.75111,295.78,0.46,0.39,2019-01-03,0233,N,VIIRS,n,2,279.94,0.9,N,0
31.44873,-8.99312,343.44,0.44,0.38,2019-01-03,1351,N,VIIRS,n,2,295.84,10.59,D,0
31.4452,-8.99252,344.06,0.44,0.38,2019-01-03,1351,N,VIIRS,n,2,296.65,10.59,D,0
32.34634,-5.74225,330.87,0.43,0.46,2019-01-03,1351,N,VIIRS,n,2,290.57,3.92,D,0
33.54756,-7.5215,299.42,0.39,0.36,2019-01-04,0214,N,VIIRS,n,2,277.51,0.58,N,0
34.9972,-5.96806,296.16,0.38,0.36,2019-01-04,0214,N,VIIRS,n,2,277.96,0.5,N,0
33.89164,-6.95098,295.13,0.39,0.36,2019-01-04,0214,N,VIIRS,n,2,280.51,0.57,N,2
33.13538,-8.60509,297.52,0.4,0.37,2019-01-04,0214,N,VIIRS,n,2,281.53,0.7,N,0
30.2191,-9.15268,296.25,0.4,0.37,2019-01-04,0215,N,VIIRS,n,2,281.83,0.59,N,2
34.59609,-2.34633,301.74,0.39,0.36,2019-01-05,0155,N,VIIRS,n,2,275.28,1.22,N,0
35.03799,-5.68724,326.87,0.41,0.37,2019-01-05,1314,N,VIIRS,n,2,291.7,2.55,D,0
35.03748,-5.68848,342.57,0.41,0.37,2019-01-05,1314,N,VIIRS,n,2,292.43,4.41,D,0
33.67635,-5.58704,328.76,0.42,0.37,2019-01-05,1314,N,VIIRS,n,2,297.91,1.51,D,0
34.93062,-6.22979,326.81,0.42,0.38,2019-01-05,1314,N,VIIRS,n,2,294.29,1.37,D,0
35.03723,-5.69167,328.58,0.41,0.37,2019-01-05,1314,N,VIIRS,n,2,290.99,2.55,D,0
35.42059,-5.75457,322.05,0.58,0.52,2019-01-06,0136,N,VIIRS,n,2,279.74,3.37,N,0
34.08469,-6.75374,305.26,0.32,0.54,2019-01-06,0136,N,VIIRS,n,2,277.38,0.68,N,0
33.15263,-7.36772,338.79,0.57,0.52,2019-01-06,1255,N,VIIRS,n,2,298.75,4.73,D,0
33.15279,-7.36798,338.07,0.57,0.52,2019-01-06,1255,N,VIIRS,n,2,298.85,4.93,D,0
33.98801,-5.60431,331.12,0.44,0.46,2019-01-06,1255,N,VIIRS,n,2,292.44,2.04,D,0
34.9947,-2.44488,331.98,0.45,0.39,2019-01-06,1255,N,VIIRS,n,2,292.47,2.68,D,0
33.56112,-7.69975,308.9,0.63,0.54,2019-01-07,0258,N,VIIRS,n,2,279.5,1.71,N,0
33.56167,-7.69883,305.52,0.63,0.54,2019-01-07,0258,N,VIIRS,n,2,279.12,1.45,N,0
