latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
34.59628,-2.34741,299.35,0.55,0.51,2015-01-01,0131,N,VIIRS,n,2,273,1.49,N,2
32.9883,-7.14919,300.7,0.5,0.66,2015-01-01,0131,N,VIIRS,n,2,277,1.16,N,2
32.98919,-7.14869,301.82,0.5,0.66,2015-01-01,0131,N,VIIRS,n,2,277.39,0.78,N,2
33.36609,-7.74897,303.81,0.39,0.59,2015-01-01,0311,N,VIIRS,n,2,281.08,1.11,N,2
34.59869,-2.3459,301.57,0.39,0.6,2015-01-02,0252,N,VIIRS,n,2,274.08,1.34,N,0
35.7455,-5.75863,298.55,0.49,0.48,2015-01-02,0252,N,VIIRS,n,2,282.61,0.56,N,2
33.05404,-7.53333,299.88,0.45,0.47,2015-01-02,0253,N,VIIRS,n,2,276.57,0.85,N,2
33.36753,-7.74915,304.13,0.43,0.46,2015-01-02,0253,N,VIIRS,n,2,282.2,1.17,N,2
30.21872,-9.1515,298.24,0.41,0.45,2015-01-02,0254,N,VIIRS,n,2,280.64,0.67,N,0
35.21432,-5.09715,311.29,0.47,0.4,2015-01-03,0233,N,VIIRS,n,2,276.48,1.68,N,0
34.83171,-4.31338,315.81,0.52,0.41,2015-01-03,0233,N,VIIRS,n,2,275.8,2.29,N,0
33.05498,-7.53318,298.53,0.41,0.37,2015-01-03,0234,N,VIIRS,n,2,278.41,0.69,N,2
33.58438,-7.51853,304.92,0.41,0.37,2015-01-03,0234,N,VIIRS,n,2,279.26,0.74,N,0
33.36771,-7.75066,306.93,0.41,0.37,2015-01-03,0234,N,VIIRS,n,2,282.79,1.41,N,2
32.98956,-7.14718,299.65,0.43,0.38,2015-01-03,0234,N,VIIRS,n,2,278.29,1.05,N,2
30.2194,-9.15148,301.12,0.4,0.37,2015-01-03,0235,N,VIIRS,n,2,281.75,1.02,N,0
34.75729,-4.51074,325.17,0.43,0.46,2015-01-03,1353,N,VIIRS,n,2,297.61,1.92,D,0
35.27147,-4.91584,325.72,0.41,0.45,2015-01-03,1353,N,VIIRS,n,2,291.9,1.95,D,0
34.59635,-2.34596,316.65,0.41,0.37,2015-01-04,0214,N,VIIRS,n,2,277.44,2,N,2
34.74702,-2.3189,305.17,0.41,0.37,2015-01-04,0214,N,VIIRS,n,2,275.15,1,N,0
34.74363,-2.31971,323.14,0.41,0.37,2015-01-04,0214,N,VIIRS,n,2,274.05,2.05,N,0
33.36681,-7.74938,305.27,0.42,0.38,2015-01-04,0215,N,VIIRS,n,2,281.73,1.43,N,2
32.98897,-7.14855,298.55,0.41,0.37,2015-01-04,0215,N,VIIRS,n,2,278.77,0.81,N,2
31.50643,-8.26918,300.75,0.43,0.38,2015-01-04,0216,N,VIIRS,n,2,274.91,0.79,N,0
30.55955,-8.55327,332.02,0.44,0.38,2015-01-04,1333,N,VIIRS,n,2,298.14,3.05,D,0
34.59521,-2.34801,313.46,0.42,0.37,2015-01-05,0156,N,VIIRS,n,2,277.18,2.24,N,2
34.59597,-2.34547,317.77,0.42,0.37,2015-01-05,0156,N,VIIRS,n,2,276.68,1.61,N,2
32.57673,-6.1937,325.86,0.52,0.42,2015-01-05,1315,N,VIIRS,n,2,293.39,2.21,D,0
35.08364,-5.38084,343.29,0.45,0.39,2015-01-05,1315,N,VIIRS,n,2,295.51,9.83,D,0
34.59787,-2.34555,295.77,0.45,0.47,2015-01-06,0137,N,VIIRS,n,2,272.53,0.8,N,0
34.57121,-4.44661,296.13,0.41,0.45,2015-01-08,0239,N,VIIRS,n,2,276.47,0.58,N,0
33.68931,-7.43105,296.05,0.46,0.39,2015-01-08,0240,N,VIIRS,n,2,283.46,1.34,N,2
31.58445,-8.50388,295.79,0.45,0.39,2015-01-08,0240,N,VIIRS,n,2,277.61,0.65,N,0
33.1357,-8.60668,297.8,0.43,0.38,2015-01-08,0240,N,VIIRS,n,2,281.8,0.75,N,0
33.36835,-7.75014,301.7,0.46,0.39,2015-01-08,0240,N,VIIRS,n,2,281.67,1.13,N,2
30.22102,-9.15153,299.79,0.44,0.38,2015-01-08,0241,N,VIIRS,n,2,281.03,1.03,N,2
30.11543,-9.48696,328.72,0.41,0.37,2015-01-08,1358,N,VIIRS,l,2,299.87,1.43,D,0
33.87299,-5.44948,295.43,0.39,0.36,2015-01-09,0221,N,VIIRS,n,2,268.91,0.49,N,0
33.36612,-7.74878,300.06,0.39,0.36,2015-01-09,0221,N,VIIRS,n,2,275.18,0.47,N,2
